trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.05, 'e': 0.9}",25,0,-173.74938985606278,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
2,False,"{'a': 0.05, 'e': 0.81}",25,4,-115.95877515420503,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 1}",1
3,False,"{'a': 0.05, 'e': 0.7290000000000001}",30,0,-101.0065245361532,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
4,False,"{'a': 0.05, 'e': 0.6561}",25,0,-10.203219080152355,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
5,False,"{'a': 0.05, 'e': 0.5904900000000001}",20,0,-41.65296533009585,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
6,False,"{'a': 0.05, 'e': 0.531441}",20,13,-0.6387051478515857,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
7,False,"{'a': 0.05, 'e': 0.4782969000000001}",25,0,-37.89852424190358,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
8,False,"{'a': 0.05, 'e': 0.4304672100000001}",35,0,-8.233150924653788,"{0: 29, 1: 3, 2: 3, 3: 0, 4: 0}",0
9,False,"{'a': 0.05, 'e': 0.3874204890000001}",30,0,-27.19924606829806,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
10,False,"{'a': 0.05, 'e': 0.3486784401000001}",20,8,1.2332675960093376,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
11,False,"{'a': 0.05, 'e': 0.31381059609000006}",20,0,-81.92706979184298,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
12,False,"{'a': 0.05, 'e': 0.2824295364810001}",30,0,-8.68297622249323,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
13,False,"{'a': 0.05, 'e': 0.2541865828329001}",30,19,8.304952019238577,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
14,False,"{'a': 0.05, 'e': 0.2287679245496101}",30,8,-19.685497420818187,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
15,False,"{'a': 0.05, 'e': 0.20589113209464907}",20,10,-37.831721432398886,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
16,False,"{'a': 0.05, 'e': 0.18530201888518416}",20,0,-27.36296084014403,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
