trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.05, 'e': 0.95}",25,0,-186.26319271168015,"{0: 10, 1: 2, 2: 11, 3: 0, 4: 2}",0
2,False,"{'a': 0.05, 'e': 0.9024999999999999}",20,0,-227.4611433305201,"{0: 7, 1: 3, 2: 6, 3: 0, 4: 4}",0
3,False,"{'a': 0.05, 'e': 0.8573749999999999}",25,0,-100.35839589157221,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
4,False,"{'a': 0.05, 'e': 0.8145062499999999}",35,0,-182.12145997684564,"{0: 21, 1: 2, 2: 8, 3: 2, 4: 2}",0
5,False,"{'a': 0.05, 'e': 0.7737809374999998}",20,0,-64.79356807291711,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
6,False,"{'a': 0.05, 'e': 0.7350918906249998}",20,13,-23.2006543874335,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
7,False,"{'a': 0.05, 'e': 0.6983372960937497}",25,0,-57.234868528771756,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
8,False,"{'a': 0.05, 'e': 0.6634204312890623}",20,0,-45.056367294543016,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
9,False,"{'a': 0.05, 'e': 0.6302494097246091}",30,11,-42.9662344038026,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
10,False,"{'a': 0.05, 'e': 0.5987369392383787}",25,0,-36.41585755638095,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
11,False,"{'a': 0.05, 'e': 0.5688000922764597}",20,0,-31.17080762755579,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
12,False,"{'a': 0.05, 'e': 0.5403600876626367}",30,13,-43.20379173712606,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
13,False,"{'a': 0.05, 'e': 0.5133420832795048}",25,0,-54.50945125637181,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
14,False,"{'a': 0.05, 'e': 0.48767497911552954}",20,4,-76.2049839017565,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
15,False,"{'a': 0.05, 'e': 0.46329123015975304}",30,1,-80.10866962115298,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 1}",1
16,False,"{'a': 0.05, 'e': 0.44012666865176536}",20,0,-62.464741439821175,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
17,False,"{'a': 0.05, 'e': 0.4181203352191771}",25,0,-72.52733074538686,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
18,False,"{'a': 0.05, 'e': 0.3972143184582182}",20,0,-80.48241213684649,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
19,False,"{'a': 0.05, 'e': 0.37735360253530725}",20,0,-1.0343581886262605,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
20,False,"{'a': 0.05, 'e': 0.3584859224085419}",25,0,-27.77751739084422,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
21,False,"{'a': 0.05, 'e': 0.34056162628811476}",20,0,-54.3896752421851,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
22,False,"{'a': 0.05, 'e': 0.323533544973709}",25,19,4.26044122680025,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.05, 'e': 0.3073568677250236}",20,0,-4.870896708013811,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
24,False,"{'a': 0.05, 'e': 0.2919890243387724}",35,0,-3.864803057474128,"{0: 28, 1: 5, 2: 2, 3: 0, 4: 0}",0
25,False,"{'a': 0.05, 'e': 0.27738957312183377}",20,0,-60.81937340566806,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
26,False,"{'a': 0.05, 'e': 0.26352009446574204}",20,12,-9.796573041110214,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
27,False,"{'a': 0.05, 'e': 0.2503440897424549}",20,0,32.077451379121655,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.05, 'e': 0.23782688525533216}",20,9,15.400842505634802,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.05, 'e': 0.22593554099256555}",20,0,24.73808628177897,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.05, 'e': 0.21463876394293727}",25,15,17.408933606745514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.05, 'e': 0.2039068257457904}",25,0,12.058734668457811,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
32,False,"{'a': 0.05, 'e': 0.19371148445850087}",25,0,20.850713703480213,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
33,False,"{'a': 0.05, 'e': 0.1840259102355758}",20,2,22.175576415693765,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.05, 'e': 0.174824614723797}",25,0,-12.692720951067853,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
35,False,"{'a': 0.05, 'e': 0.16608338398760716}",25,14,2.1114968564126593,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
36,False,"{'a': 0.05, 'e': 0.1577792147882268}",25,0,24.94842056447402,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
37,False,"{'a': 0.05, 'e': 0.14989025404881545}",30,4,29.31311400177609,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.05, 'e': 0.14239574134637467}",25,0,-44.40518614379155,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
39,False,"{'a': 0.05, 'e': 0.13527595427905592}",20,0,-13.51822090254319,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
40,False,"{'a': 0.05, 'e': 0.12851215656510312}",25,0,36.22383907697238,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
41,False,"{'a': 0.05, 'e': 0.12208654873684796}",25,1,22.60351272099081,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.05, 'e': 0.11598222130000556}",30,20,3.8395887127281343,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.05, 'e': 0.11018311023500528}",30,0,29.769581843140127,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
44,False,"{'a': 0.05, 'e': 0.10467395472325501}",30,15,-15.630432879695805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
45,False,"{'a': 0.05, 'e': 0.09944025698709225}",30,0,14.218193705934443,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
46,False,"{'a': 0.05, 'e': 0.09446824413773763}",20,8,9.828358964491986,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
47,False,"{'a': 0.05, 'e': 0.08974483193085074}",20,0,-8.386579029840536,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
48,False,"{'a': 0.05, 'e': 0.0852575903343082}",30,0,19.96010825882083,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
49,False,"{'a': 0.05, 'e': 0.0809947108175928}",25,12,-17.00266231236905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
50,False,"{'a': 0.05, 'e': 0.07694497527671315}",20,0,29.286669582195568,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
51,False,"{'a': 0.05, 'e': 0.07309772651287749}",20,8,18.31990211993632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.05, 'e': 0.06944284018723361}",30,21,5.918710641450489,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.05, 'e': 0.06597069817787193}",20,1,26.47961264416752,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
