trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.05, 'e': 0.9999691576447897}",25,0,-132.01872153976365,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
2,False,"{'a': 0.05, 'e': 0.9998766324816606}",25,0,-117.00672906222088,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
3,False,"{'a': 0.05, 'e': 0.9997224302180006}",25,0,-96.57812875608111,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
4,False,"{'a': 0.05, 'e': 0.9995065603657316}",20,0,-114.96943439000214,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
5,False,"{'a': 0.05, 'e': 0.9992290362407229}",20,0,-156.46331279433542,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
6,False,"{'a': 0.05, 'e': 0.99888987496197}",30,0,-176.0514796675669,"{0: 14, 1: 2, 2: 11, 3: 2, 4: 1}",0
7,False,"{'a': 0.05, 'e': 0.9984890974505379}",25,0,-26.61021618859823,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
8,False,"{'a': 0.05, 'e': 0.9980267284282716}",25,0,-53.27387102020029,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
9,False,"{'a': 0.05, 'e': 0.99750279641627}",25,6,-110.56308490907587,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 1}",1
10,False,"{'a': 0.05, 'e': 0.996917333733128}",25,0,-136.54198676276854,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
11,False,"{'a': 0.05, 'e': 0.9962703764929413}",20,0,-78.34074631104087,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
12,False,"{'a': 0.05, 'e': 0.99556196460308}",30,0,-210.9730828087453,"{0: 16, 1: 1, 2: 8, 3: 3, 4: 2}",0
13,False,"{'a': 0.05, 'e': 0.9947921417617265}",20,0,-94.2638637662732,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
14,False,"{'a': 0.05, 'e': 0.9939609554551797}",30,0,-182.2194347694682,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
15,False,"{'a': 0.05, 'e': 0.9930684569549263}",20,0,-151.60783479567812,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
16,False,"{'a': 0.05, 'e': 0.9921147013144779}",20,0,-123.2989739008973,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
17,False,"{'a': 0.05, 'e': 0.9910997473659748}",30,0,-155.28438937575004,"{0: 18, 1: 4, 2: 4, 3: 2, 4: 2}",0
18,False,"{'a': 0.05, 'e': 0.9900236577165575}",20,0,-109.87982255752802,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
