trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.05, 'e': 0.9750052070315793}",25,0,-133.3723446559088,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
2,False,"{'a': 0.05, 'e': 0.95004162504212}",25,0,-118.42029000011377,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
3,False,"{'a': 0.05, 'e': 0.9251403093125009}",25,0,-126.27852955581041,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
4,False,"{'a': 0.05, 'e': 0.9003320053750442}",20,16,6.009274945163779,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,False,"{'a': 0.05, 'e': 0.8756469982284038}",25,0,-179.85046989978366,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
6,False,"{'a': 0.05, 'e': 0.8511149663766819}",25,0,-73.73190492982624,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
7,False,"{'a': 0.05, 'e': 0.8267648421653399}",20,0,-49.1927224185713,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
8,False,"{'a': 0.05, 'e': 0.802624679775096}",30,0,-65.09665263857754,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
9,False,"{'a': 0.05, 'e': 0.778721532101556}",35,0,-107.7362377799654,"{0: 26, 1: 1, 2: 5, 3: 2, 4: 1}",0
10,False,"{'a': 0.05, 'e': 0.7550813375962908}",25,0,-56.37590241526547,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
11,False,"{'a': 0.05, 'e': 0.7317288179783986}",20,0,-84.37219813063255,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
12,False,"{'a': 0.05, 'e': 0.708687387548409}",20,4,-61.49986742987057,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
13,False,"{'a': 0.05, 'e': 0.6859790746530023}",25,7,-36.52452641433283,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
14,False,"{'a': 0.05, 'e': 0.6636244556636677}",25,15,11.456932466380804,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
