trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.05, 'e': 1.0}",25,0,-215.37051388504395,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
2,False,"{'a': 0.05, 'e': 0.25}",20,0,-145.5341990458287,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
3,False,"{'a': 0.05, 'e': 0.1111111111111111}",30,0,-101.16372736454232,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
4,False,"{'a': 0.05, 'e': 0.0625}",20,0,-52.86848668348431,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
5,False,"{'a': 0.05, 'e': 0.04}",20,9,15.790327872355723,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,False,"{'a': 0.05, 'e': 0.027777777777777776}",35,6,-33.25214324618007,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 1}",1
7,False,"{'a': 0.05, 'e': 0.02040816326530612}",20,13,-27.774341244636616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
8,False,"{'a': 0.05, 'e': 0.015625}",20,0,8.704226859162482,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
9,False,"{'a': 0.05, 'e': 0.012345679012345678}",25,0,19.514791549784835,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
10,False,"{'a': 0.05, 'e': 0.01}",35,0,-16.571183593482274,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 1}",0
11,False,"{'a': 0.05, 'e': 0.008264462809917356}",25,0,-15.908373870835028,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
12,False,"{'a': 0.05, 'e': 0.006944444444444444}",35,0,38.59226321318141,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,False,"{'a': 0.05, 'e': 0.005917159763313609}",20,0,-16.335878789730305,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
14,False,"{'a': 0.05, 'e': 0.00510204081632653}",20,0,24.787625220010423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,False,"{'a': 0.05, 'e': 0.0044444444444444444}",30,16,3.5866449398685853,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
16,False,"{'a': 0.05, 'e': 0.00390625}",30,22,13.719879302270234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.05, 'e': 0.0034602076124567475}",30,0,36.1080685727623,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,False,"{'a': 0.05, 'e': 0.0030864197530864196}",20,0,-81.3038946966369,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
19,False,"{'a': 0.05, 'e': 0.002770083102493075}",20,0,-22.446238643058898,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
20,False,"{'a': 0.05, 'e': 0.0025}",30,0,20.314123970265953,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
21,False,"{'a': 0.05, 'e': 0.0022675736961451248}",30,0,29.727738324072956,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,False,"{'a': 0.05, 'e': 0.002066115702479339}",20,0,22.78437998419585,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
23,False,"{'a': 0.05, 'e': 0.001890359168241966}",30,0,-3.84514738599327,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
24,False,"{'a': 0.05, 'e': 0.001736111111111111}",20,0,-3.851009989215016,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
25,False,"{'a': 0.05, 'e': 0.0016}",20,0,28.231368200914122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,False,"{'a': 0.05, 'e': 0.0014792899408284023}",20,0,28.408763381356817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
27,False,"{'a': 0.05, 'e': 0.0013717421124828531}",25,0,29.61621660736456,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.05, 'e': 0.0012755102040816326}",35,0,20.40290367184778,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
29,False,"{'a': 0.05, 'e': 0.0011890606420927466}",20,0,-58.10366058089725,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
